Filename,Class,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
Image_11,Blight,55.82432598039216,80.46866589773165,30.543428308823533,62.9367627835448,0.42198103470973014,0.32924288686881903,0.46600390218602483,0.3510600350294367,4.279319852941177,5.491349480968859,3.106020220588235,4.81926951172626,7.306462035308415,7.617771965179645,7.069720962092702,7.509092802803881,0.002076531703176063,0.0013307969415838495,0.0023165223599396867,0.0014345443394808226,0.04556897742078555,0.036480089659756174,0.04813026449064753,0.03787537906715684,0.9402528165947343,0.913868044957981,0.9673118368671206,0.9326403113191198
Image_12,Blight,48.97693014705882,61.67843137254903,19.584941789215684,55.15566320645905,0.3548985554164396,0.28150874826488825,0.45121429041306316,0.28951084729935866,4.340257352941176,5.139592464436755,2.674004289215686,4.867035755478662,7.513096284024012,7.72855183969353,7.092254644825781,7.678984832490994,0.001199910340974625,0.000834838284923094,0.0017714860410884634,0.0008687357552273759,0.034639722010643,0.02889356822760204,0.04208902518577098,0.029474323660219515,0.9579243822716833,0.9470207320957834,0.9831627761575087,0.9526237413993827
Image_13,Blight,32.25232843137255,38.24615148019993,22.185232843137253,52.17093425605536,0.3975993979974919,0.32261028218860677,0.4236321858076954,0.2937621482682683,3.4353247549019605,3.9893579392541336,2.8868259803921568,4.68166089965398,7.284902523346675,7.485243645110729,7.157902430507365,7.621957814144128,0.0015006935151894703,0.0010664455350254936,0.0016248132338298371,0.0009285196995625112,0.03873878567004224,0.03265647768859179,0.04030897212569228,0.0304716212165108,0.9756383072425777,0.9711027010560077,0.983259397989181,0.9605813406813255
Image_14,Blight,53.60923713235294,60.58117647058823,22.01914828431373,66.87083429450212,0.38109057090840226,0.3068637946816951,0.4530729859164529,0.3019673190366239,4.092846200980392,4.672218377547097,2.6907781862745104,4.885105728565936,7.545817797143535,7.736266366273965,7.205357313488496,7.773026412540447,0.001033463762247393,0.0007356936179723264,0.001425929438009119,0.0007159860586551678,0.0321475311998821,0.027123672649040843,0.03776148087680248,0.026757915812992007,0.9671912429123247,0.9629322780596289,0.9865472440452228,0.9590845842182006
Image_15,Blight,33.45016850490196,24.932441368704346,22.944776348039216,63.314986543637076,0.3975676521053144,0.349983970413144,0.4341623437636473,0.2934374140090229,3.489169730392157,3.3426528258362174,2.8960018382352937,5.029957708573625,7.259727417577538,7.285450340993732,7.092800187198984,7.625133291781257,0.0014529860106764826,0.0011761795695353324,0.0017138751659517973,0.0009113960693850782,0.038118053605561794,0.034295474476019897,0.041398975421522176,0.030189337014665925,0.9705018256601626,0.9779582090694121,0.9797483118575836,0.9440302095382599
Image_16,Blight,39.60488664215687,48.28146097654749,13.149816176470589,43.24110726643599,0.43995409456606904,0.36653226960791735,0.5152871758806334,0.3706769746486075,3.4073069852941185,4.021960784313727,2.0587316176470587,3.8317108804306037,7.100217683082326,7.315864082164715,6.705754014669111,7.279870375948452,0.001816237881201041,0.001318497173993796,0.0024222027031745603,0.0013384725745768677,0.04261734249341506,0.03631111639696301,0.049215878567537126,0.03658514144535822,0.9503049347351173,0.9393459997992686,0.9834779334141679,0.9456800911579165
Image_17,Blight,29.24540441176471,59.418069973087285,15.679901960784314,18.517508650519034,0.5249702635446681,0.42488163875537643,0.5390664489984924,0.49176494495236117,2.74436274509804,4.125090349865436,2.108946078431373,2.3709496347558634,6.859974053122354,7.245190955757018,6.754346114970867,6.889284707250751,0.0036994008933613283,0.0025431548301373453,0.00347339176939158,0.002935400618547771,0.06082270047738203,0.05042970186445033,0.058935488200163234,0.05417933756099064,0.9859642888102239,0.9714850439624207,0.9924893537621965,0.9911133887134809
Image_18,Blight,53.377711397058825,64.761814686659,27.67729779411765,69.70555940023068,0.38473270748602795,0.31818810234413797,0.4601477961449537,0.3071553965349608,4.268275122549019,4.937316416762783,2.9450674019607845,5.126612841214918,7.589190359029294,7.786582479561391,7.262834380290834,7.816034389173051,0.0013713601129598592,0.0009975396148614061,0.0017735332179555337,0.0009724472044511316,0.037031879684399756,0.031583850538865685,0.04211333776792732,0.03118408575621757,0.9721799846592206,0.9662989554503012,0.9856097721656664,0.9637250429477234
Image_19,Blight,41.1273743872549,55.2239446366782,17.396323529411767,43.385390234525175,0.37723430548245174,0.29235814193970455,0.4532059063871732,0.31367702110437934,3.763955269607843,4.6504728950403695,2.5171262254901965,4.118400615148019,7.28535214509718,7.522132268450235,6.956200710765868,7.42691323611658,0.0015974458535328961,0.0010852912722031467,0.0021035458023206228,0.0011817349403218022,0.03996806041744953,0.03294375922998386,0.04586442850751138,0.03437637183185279,0.9726356696916081,0.9632198376114639,0.9884243512604898,0.9711028261231087
Image_20,Blight,37.21015625,52.0329411764706,14.411443014705883,35.72521337946944,0.41236924889430726,0.3248559333745248,0.47541892923394147,0.34801103349512896,3.467938112745098,4.375855440215302,2.288985906862745,3.7053440984236836,7.0014653843246055,7.269132729970838,6.679557323460908,7.1375368972031215,0.0021370463827764556,0.0014575141226402587,0.0026076428077166833,0.0015815229732272556,0.04622819899992272,0.038177403298813535,0.05106508403710586,0.039768366489299704,0.9442596255367949,0.9220066900072689,0.9783852985814353,0.9464501054751633
Image_21,Blight,51.92536764705882,79.20916570549788,26.69306066176471,49.28484429065744,0.3555290818525524,0.2691891730315404,0.42246197118047946,0.3029178830899547,4.40968137254902,5.707804690503653,3.14499080882353,4.602891195693964,7.60445505046034,7.883608385060647,7.302883492714127,7.703384967765479,0.0011844016386425892,0.0007810193370455659,0.0015493340292420587,0.0009052456534550859,0.034415136766292084,0.027946723189768884,0.039361580624284624,0.03008730053452928,0.9613089907141757,0.9409440777658646,0.9800849745670375,0.9632515713540979
Image_22,Blight,37.32124693627452,51.92684352172242,14.997778799019606,37.27955401768551,0.43933574129888076,0.35519157633095955,0.49900124972467075,0.372797403758611,3.343305759803922,4.1865590157631685,2.1954810049019606,3.6086889657823917,7.074394760290409,7.334290790351931,6.7850455053485295,7.231343367768642,0.0020401918498519204,0.0014209951189920298,0.0024083792141243753,0.001510365649150705,0.04516848292617232,0.037696088908426954,0.049075240336898765,0.03886342302410719,0.9660989361170451,0.9528334483074018,0.9863661531566682,0.9661383692264225
Image_23,Blight,52.50341605392157,60.7994617454825,12.06810661764706,54.246443675509425,0.46273891333041833,0.39959973799169757,0.563497820522096,0.3962046928274593,3.4420496323529406,3.923613994617454,1.7795036764705885,3.8026143790849676,7.3625586889156125,7.536917518380057,6.872002190963295,7.5300534156333665,0.0015338663924707445,0.0012050111149690891,0.002141836387109225,0.001178977180426716,0.039164606374515555,0.034713270012620374,0.04627997825311962,0.0343362371326084,0.9737734824310111,0.9695765792560775,0.9939591128217927,0.9728555058044285
Image_24,Blight,59.048973651960786,83.30941945405613,31.371185661764706,68.85382545174932,0.389645179569934,0.2948874678463532,0.4397867317950607,0.3095728893282387,4.389905024509804,5.552033833141101,3.150658700980392,5.063590926566704,7.716853300290655,8.010759749965745,7.455472748809392,7.93185173420347,0.000985926386485967,0.0006225251843958517,0.0012178063603466814,0.0006736658378664578,0.03139946474839925,0.02495045459296988,0.03489708240450312,0.025955073451378593,0.9709770574912351,0.958987828117897,0.9846220686138669,0.9661057944177196
Image_25,Blight,59.44845281862746,81.38872741253365,30.35940563725491,65.83435601691657,0.4430933596998763,0.35803353334291743,0.4811009691187686,0.3651711863762253,3.9715226715686285,4.928381391772396,2.9208333333333343,4.566043829296425,7.3247846733864135,7.5970544774317155,7.113496901715842,7.549679354817548,0.0019038559482080217,0.0013078960994654853,0.0021446878623155767,0.0013329073888565914,0.04363319777655566,0.03616484618335166,0.04631077479718491,0.03650900421617373,0.9510653505933079,0.9329546597509022,0.9750926163642142,0.9457693875316602
Image_26,Blight,29.48794424019608,23.32965782391388,22.766666666666666,57.721399461745484,0.3986547974342919,0.34327399355477634,0.4237091596357144,0.2936108413912459,3.3269148284313728,3.3243367935409465,2.9300245098039213,4.818854286812765,7.31199543364511,7.375808716226737,7.2000981386871965,7.67292516933627,0.0012830312597618704,0.0010062413223199133,0.0014342110709748054,0.0007877376001097381,0.03581942573188284,0.031721307071429346,0.03787097927139996,0.028066663501558894,0.9771768959271077,0.9818772663835403,0.982344970364302,0.955164340065853
Image_27,Blight,57.4984681372549,60.16978085351788,12.90343137254902,65.3926028450596,0.4376727866086082,0.36756488116956987,0.5363631011730313,0.3638525903590936,3.9209865196078435,4.3254133025759325,1.9903492647058822,4.466774317570166,7.243864171436834,7.412865017298113,6.745252355343675,7.435392369088891,0.0020546506817915584,0.0015946836169390974,0.002772617127426951,0.0015696920756678183,0.045328254784312606,0.03993348991684921,0.05265564668130998,0.03961933966723598,0.9718337702255105,0.9705148959660139,0.9936739909118071,0.9679557674749781
Image_28,Blight,38.68970588235294,53.02872741253364,14.660554534313725,40.83088043060363,0.4501448180768943,0.3700341153237944,0.5197956569118984,0.3871702947983268,3.440104166666667,4.239430988081507,2.0684283088235293,3.7022991157247223,7.2343673844904,7.490573281225714,6.85833924717258,7.383582617218099,0.0018279077749167988,0.0012656026036772597,0.002283428211204825,0.0013558949098482075,0.04275403811240289,0.03557530890487474,0.047785230052860735,0.03682247832300547,0.9678395536532466,0.9558682642642331,0.987802434729997,0.9660184619578723
Image_29,Blight,57.58742340686274,72.02091503267975,20.0109681372549,60.755048058439066,0.43962887293546066,0.34990269411714825,0.49068793548226486,0.36402518156400093,3.9036611519607844,4.715632449058055,2.4838235294117648,4.362183775470973,7.457395120334677,7.7202623374885,7.159309481772833,7.657943209756466,0.0017735650144325502,0.0011898297774153347,0.002035342945772059,0.0012428336127780978,0.04211371527700388,0.034493909279977746,0.04511477524904739,0.03525384536157861,0.9676315393191692,0.9595663489534273,0.9887793429907824,0.9658919732229997
Image_30,Blight,46.82464767156863,60.985790080738184,24.08927696078431,56.46928104575164,0.3797949651150231,0.2992868971241049,0.4361932812690935,0.300906520604158,4.05329350490196,4.904098423683199,2.9493259803921568,4.783068050749711,7.443018287682283,7.676370496265402,7.176077940147896,7.6592252509478715,0.0012224150895614066,0.0008231696294019942,0.0015368058653072135,0.0008389579555729387,0.03496305320708428,0.028690932877862202,0.039202115571831245,0.028964770939417746,0.9609817724513391,0.9492113797991284,0.9799690312475333,0.9529721111398826
Image_31,Blight,71.36614583333333,90.86840445982315,24.876639093137257,73.48516724336794,0.34243331120157405,0.2628150808642464,0.43896728127558027,0.27287494027446835,4.962132352941176,5.886905036524414,2.888373161764706,5.413287197231834,7.809980504374458,8.032379360397567,7.3331190921071965,7.9647957876470095,0.0009182370841067739,0.0006007705609929402,0.0014120545583429448,0.0006397567788451519,0.030302427033272003,0.02451062139140785,0.03757731441099729,0.02529341374439504,0.9519048197803249,0.9387250362378653,0.983276273194588,0.9504480404470482
Image_32,Blight,66.53615196078434,88.29982314494426,23.737607230392157,63.85590157631681,0.39501426156810626,0.308644199528577,0.46343851552944837,0.330172486882362,4.2674938725490215,5.293502499038832,2.7341452205882355,4.552310649750096,7.547163207971257,7.811453624851988,7.201974153368628,7.69003934866674,0.0012806065143965068,0.0008650491241871455,0.001680574633441765,0.0009422239487045544,0.03578556293250823,0.02941171746408471,0.04099481227474722,0.030695666611177456,0.9539678455298092,0.938841067531738,0.9835229194111619,0.9557714787231393
Image_33,Blight,50.03866421568628,60.85948481353326,16.900857843137256,56.428958093041146,0.3817469049893724,0.30216564019731257,0.47497657761665635,0.31159395288057246,4.028094362745099,4.758139177239523,2.373223039215686,4.563367935409459,7.587104895524333,7.808477683385439,7.150020581688265,7.768460254975991,0.0011179379672556834,0.0007624957189002958,0.0016458142789131584,0.000813257374023329,0.03343557936174702,0.027613325024348222,0.04056863664104524,0.02851766775217302,0.9665869018859058,0.9592990744928684,0.9886934530912266,0.9622639773863592
Image_34,Blight,40.760263480392155,44.6955478662053,15.437867647058823,53.6959169550173,0.4476541110396352,0.3768924582146763,0.4972140280214439,0.3699104440796586,3.3365808823529415,3.725674740484428,2.2119485294117647,4.100407535563245,7.184899719962523,7.363893353499575,6.894527322130732,7.432679820116796,0.0018048505185430483,0.0013179273165719683,0.002153373697728938,0.0013054973532937158,0.04248353232186618,0.03630326867613946,0.04640445773553375,0.036131666904444304,0.9603535665576942,0.9564780031094886,0.9849408116998509,0.947713864364328
Image_35,Blight,48.68363970588235,76.60402921953096,25.384405637254904,43.38029988465975,0.40497438120613544,0.3101595287718567,0.4500090353480214,0.3439094520047933,3.759160539215686,5.033033448673587,2.8664215686274512,3.9183698577470203,7.313746002164318,7.618328842695857,7.115507215766897,7.441360294829547,0.0013909318418697135,0.0009112224751341462,0.0016521632492611015,0.0010474820186421661,0.037295198643655374,0.030186461785610883,0.04064681105893919,0.032364826874898715,0.9762970467051681,0.9626980168322908,0.9876723521635976,0.978876316136185
Image_36,Blight,71.83008578431372,96.86166858900424,35.63123468137255,82.20964244521338,0.3482241923802991,0.26698317236837993,0.4087409218344018,0.2753189638678486,4.826225490196079,5.961368704344483,3.4355238970588236,5.5229527104959635,8.031123166853511,8.281934037636056,7.738998978342369,8.219059508165842,0.0006528301305011898,0.00043261295562393493,0.0008653515643772827,0.0004547869013795747,0.025550540708587553,0.020799349884646275,0.029416858506259344,0.02132573331399356,0.9732915744398817,0.9638958313083743,0.986750111872649,0.9693567994317188
Image_37,Blight,54.767294730392166,63.321199538638986,26.2670955882353,72.69274894271435,0.37513984345947643,0.2901949698467323,0.42588700616692926,0.2787361116124777,4.330805759803922,5.021930026912726,3.1056985294117654,5.402691272587466,7.49207175775647,7.70872781864643,7.243509579868883,7.774855771344499,0.0012463262749378245,0.0008275747608977175,0.0015289436877117578,0.0007797127683272086,0.03530334651187936,0.028767599150741056,0.03910170952415965,0.02792333734221625,0.9588742246212696,0.9524748285031227,0.9803919289583484,0.9454400945518634
Image_38,Blight,58.67233455882353,67.07000384467513,20.429442401960785,69.05667051134179,0.3640378671579124,0.28875879458469433,0.46424001545796,0.28504056363749425,4.540747549019608,5.16,2.60499387254902,5.209227220299885,7.7296550149833205,7.923924508939986,7.259846190888023,7.930287332603951,0.0010066288262777538,0.0006805153608887599,0.0014714267940440576,0.0006663626993492138,0.03172741442786906,0.026086689343202595,0.03835918135263131,0.025814002001805413,0.9646586276736849,0.959522144366523,0.9876604124985646,0.9583218905930834
Image_39,Blight,36.96804534313726,57.02011534025375,17.833118872549022,35.13562475970781,0.4239816082311423,0.33210904391213747,0.4708469177991914,0.3664684870467037,3.444240196078432,4.560845828527491,2.4807291666666664,3.612979623221838,7.4129984895700165,7.721940824740754,7.158086111216411,7.523696546903734,0.0013179762919835524,0.0008824402408738485,0.0015606535750597728,0.0010220645328941447,0.03630394320158008,0.029705895725829386,0.039505108214758416,0.031969744022968725,0.978085924494099,0.9661260169694285,0.9894092917319601,0.9791259236537441
Image_40,Blight,90.73733149509803,137.47129565551708,57.54489889705882,103.99552479815456,0.33482483627836634,0.24464797824130755,0.3680695655729882,0.26091128513750056,5.552098651960784,7.286751249519414,4.564384191176471,6.481276432141485,7.921029296619124,8.235788485046891,7.754273477203898,8.144704417647738,0.0008361963068966863,0.0005062041467799698,0.0009782443107068195,0.0005565722585330428,0.02891705909833651,0.022498981016480943,0.031276897395790704,0.02359178370816931,0.9444394585059859,0.9158084356926742,0.9647753740787498,0.9363103855143989
Image_41,Blight,57.02642463235294,71.61833141099578,27.04886642156863,67.59826220684353,0.4057827851630601,0.3266639832034457,0.4665190976881485,0.32942527664783794,4.370297181372549,5.221499423298731,2.9725183823529413,5.052349096501345,7.331144157318978,7.5745617502316485,7.030280975705617,7.5474220885812695,0.0015281317629112,0.0010311204057351733,0.0019973141246005144,0.001054557876403081,0.039091325929305594,0.032111063603299926,0.044691320461589794,0.0324739568947654,0.9378198774278066,0.9219923301155466,0.9705976664131817,0.9263723830049502
Image_42,Blight,48.605805759803935,66.34526720492119,22.54655330882353,53.541314878892734,0.3531715367704576,0.270207022632252,0.428216106976428,0.2899892819298918,4.2571231617647065,5.237970011534026,2.826669730392157,4.6795232602845065,7.502187639754879,7.745561203607021,7.168729000733256,7.6541136549624325,0.0013030589337259112,0.0008692768773610717,0.0017336109224441922,0.0009429904595591469,0.036097907608695426,0.02948350178254055,0.04163665359324873,0.030708149725425446,0.9636444760525429,0.9504210671850584,0.9831298508088129,0.959989049499723
Image_43,Blight,71.07046568627452,84.99008073817762,21.63685661764706,75.45948481353327,0.3426729847170873,0.2641126400730204,0.4655451118420222,0.27169925511211895,5.032873774509804,5.804536716647444,2.6830575980392157,5.5327181853133425,7.829039464961559,8.033154613350913,7.265099551378558,7.99353081049227,0.000951055858924452,0.000630221748030842,0.001588926040315023,0.0006593367440228311,0.03083919355178491,0.02510421773389567,0.03986133515469625,0.025677553310680345,0.9552222113873108,0.9464302830532881,0.9863345107822107,0.952437855404762
Image_44,Blight,83.18982843137256,115.38120722798925,35.30242034313726,77.06143790849674,0.40618808118893257,0.322353451397945,0.44688445389093845,0.3367503814936555,4.472671568627452,5.61757785467128,3.186151960784314,4.873141099577086,7.317653166378999,7.58735526235165,7.096509238465739,7.507787081172552,0.0018721854837982993,0.0012708525289935953,0.0021353454472513578,0.0013193048366190452,0.04326875875037669,0.03564901862595372,0.04620979817367046,0.03632223611810051,0.9092429725626762,0.8736163403956883,0.9613929171762758,0.9155793334955027
Image_45,Blight,47.725428921568636,77.16381391772396,30.10994178921569,47.417608612072286,0.38567289354541023,0.29116130344231683,0.42935053606961215,0.32041123621944906,4.061764705882354,5.452656670511342,3.25436580882353,4.400984236831988,7.486966601610565,7.807801758923379,7.30379089833087,7.635788562277456,0.001333682578327747,0.0008614367555376404,0.0015710222771515162,0.0009799505439675778,0.036519619087933365,0.029350242853128837,0.03963612338702558,0.03130416176752826,0.9635991387004618,0.9411428312739013,0.9770540675276335,0.9638333875785686
Image_46,Blight,46.78033088235294,58.701899269511735,20.353753063725488,56.120153787004995,0.38177820632936255,0.3045575368970842,0.4442504661728801,0.3021582290345878,4.018627450980392,4.806658977316417,2.7182138480392157,4.734901960784314,7.788419874850742,8.010738686037628,7.468248300681806,8.00603810980995,0.0009193717842146049,0.0006360535924948866,0.0011649452452932767,0.000628473743795639,0.030321144177200915,0.025220102943780517,0.03413129422235958,0.025069378608087577,0.9783183248481035,0.9727027807446103,0.9905252274196629,0.9739044422741939
Image_47,Blight,53.16449142156863,71.55520184544406,24.974080882352943,57.47054209919263,0.341196886692421,0.2636958412764764,0.4184378626132378,0.2742275144238311,4.573682598039216,5.581806997308728,3.1001225490196074,5.088719723183392,7.780220952734259,8.012004835688579,7.433336646196524,7.942442632531588,0.0008689153510668974,0.0005883777289100501,0.001241193197177768,0.0006196851209594511,0.029477370151811327,0.02425649869437158,0.03523057191102307,0.024893475469677816,0.9683928192201404,0.957399900687855,0.9851463080557756,0.9657866498993913
Image_48,Blight,48.702113970588236,60.51407920030758,14.484390318627453,50.62219146482122,0.4099483535700472,0.34019451104346854,0.5131713227593825,0.35866072531057513,3.976194852941177,4.6932718185313345,2.171185661764706,4.254948096885813,7.566561193222586,7.781510029514882,7.075603781104394,7.69806687798709,0.0013264511677449778,0.0009492910558015939,0.0018788866793270618,0.0010190861143667424,0.036420477313524845,0.030810567274907386,0.04334612646277706,0.031923128204590825,0.9729170589141442,0.9663741001353191,0.9919347658801757,0.9718705883510901
Image_49,Blight,55.28152573529412,72.53282583621683,26.886443014705883,68.51500192233756,0.34416923703665486,0.2699271883574351,0.42999071872615185,0.2789054245054205,4.61531862745098,5.554125336409074,3.071920955882353,5.346466743560169,7.549861163526254,7.773254907457233,7.178617937557876,7.736009011106966,0.0011846984839815216,0.0008106839693306971,0.001692414303918565,0.000840429604382782,0.03441944921089705,0.028472512522267807,0.04113896333062569,0.028990163924731124,0.9541812330429447,0.9399278151736291,0.9778299399089248,0.9432557752949597
Image_50,Blight,35.58183210784314,56.47727797001154,24.79355085784314,48.07584775086505,0.5040359063753759,0.40458671013104075,0.5087921625245756,0.4224353116987972,2.9858762254901956,4.038923490965014,2.5266390931372555,3.6011995386389852,7.2707999858664945,7.620018060959857,7.231405935596941,7.533299257028371,0.0015236543261606113,0.0009966161833181305,0.001472808826157608,0.0010676681446715331,0.03903401498898892,0.03156922842449797,0.03837719148345287,0.03267519157819175,0.9894944558469488,0.9833222093400961,0.9926957508370022,0.9858037926953354
Image_51,Blight,57.433210784313715,65.10709727028068,15.206587009803922,63.305528642829685,0.4911491380949467,0.41101059842463433,0.5455646314600471,0.4058289421641298,3.6457414215686272,4.151649365628605,2.003002450980392,4.165720876585929,7.0385833138955025,7.267496842239531,6.727284816491634,7.28999079403411,0.003332743631881368,0.0024262457242585993,0.0034002748905168686,0.0023089809157185426,0.05772991972869326,0.04925693579851064,0.05831187606754621,0.048051856527282506,0.9637345227220262,0.9588943161129692,0.9904087684779305,0.9600330766863835
Image_52,Blight,44.42127757352941,57.28728950403692,29.82454044117647,71.18563629373318,0.36022588048372894,0.30291001144706176,0.4182266679187059,0.27920877814345035,4.05687806372549,4.709973087274127,3.1419730392156864,5.368673587081892,7.845539351557396,8.020806507123623,7.606640536295261,8.143299320083857,0.0007946742144697953,0.0006001394489239864,0.0009968402045637495,0.0005350069569255963,0.028189966556734246,0.024497743751700614,0.03157277632017415,0.023130217399012838,0.9807454967271525,0.9751674704343803,0.9870642890635294,0.9691437579236399
Image_53,Blight,61.23740808823529,72.89728565936178,23.927098651960783,72.30688196847366,0.3676569815275384,0.283934591803652,0.42982543496492,0.2828071552595097,4.5683517156862745,5.391249519415609,2.984298406862745,5.375517108804306,7.630889478495513,7.862309813001502,7.284565951155397,7.861912956991259,0.0010106453901068699,0.0006591439929131448,0.0013349111425743705,0.0006591072164744255,0.03179064941310369,0.025673799736563047,0.03653643582198968,0.025673083501488978,0.9542066180522577,0.9454001908153282,0.9821095356691676,0.9458432504203751
